chr12	21797388	21941426
chr12	25205245	25250929
chr12	31073859	31104799
chr12	32725246	32756458
chr12	32790754	32896777
chr12	34022314	34035296
chr12	47972966	48006212
chr12	48105352	48146404
chr12	49018974	49060855
chr12	50112235	50120453
chr12	56080107	56085617
chr12	57459784	57472268
chr12	57782786	57797587
chr12	76344473	76348415
chr12	88049012	88141857
chr12	94971332	95003697
chr12	98515572	98535634
chr12	98593685	98606367
chr12	101745498	101830959
chr12	110910844	110920579
chr12	112418914	112509913
chr12	114353910	114408012
chr12	114670254	114684175
chr12	115958575	116277219
chr12	123761994	123875315
chr13	24882278	24922861
chr13	40555666	40666641
chr13	47942655	48001273
chr13	91398620	92867237
chr13	93226806	94408020
chr14	23381986	23408273
chr14	29576478	29927847
chr14	31561398	31775835
chr14	49625173	49633986
chr14	50117129	50231578
chr14	50905216	50944483
chr14	53949735	53955050
chr14	56579791	56651884
chr14	58427399	58551297
chr14	63761903	64226433
chr14	74498182	74612237
chr14	75958096	75981995
chr14	88824152	88877996
chr14	90396501	90408268
chr14	103562959	103574732
chr15	36889203	37101311
chr15	38252086	38357244
chr15	40470983	40473158
chr15	40929339	40939073
chr15	41387352	41402496
chr15	41848145	41894053
chr15	42942896	43106038
chr15	48408312	48645709
chr15	48662533	48811904
chr15	57953428	58065711
chr15	66386911	66491544
chr15	66702109	66716456
chr15	67065601	67195169
chr15	72686203	72738476
chr15	73319858	73335114
chr15	74179465	74202787
chr15	80152788	80186949
chr15	87859748	88132087
chr15	89734771	89751231
chr15	90388241	90502239
chr15	94231560	94483952
chr15	96326045	96340258
chr16	2088707	2113287
chr16	3725053	3880713
chr16	9753403	10182067
chr16	15703134	15857028
chr16	20933110	21159537
chr16	21953360	21983660
chr16	30064278	30070420
chr16	30748424	30761176
chr16	51135981	51150597
chr16	53703962	54114467
chr16	56470402	56520024
chr16	66508002	66550122
chr16	67192154	67198918
chr16	70802083	71230722
chr16	72116696	72170650
chr16	75228180	75268007
chr16	83899114	83927031
chr16	86510526	86515422
chr16	86566828	86569728
chr16	86578548	86583478
chr16	88813733	88856966
chr16	89267618	89427630
chr16	89921924	89936097
chr17	4949181	4957131
chr17	7217124	7225266
chr17	7717743	7743901
chr17	8288669	8290087
chr17	10672473	10697533
chr17	12665889	12768949
chr17	12991611	13017707
chr17	14069503	14208677
chr17	15999770	16009200
chr17	16217208	16351800
chr17	17681375	17804120
chr17	18015058	18039168
chr17	18108755	18179800
chr17	31094926	31377677
chr17	40624961	40647818
chr17	41754607	41786703
chr17	42779700	42797063
chr17	44849947	44899368
chr17	46027334	46224903
chr17	48762233	48817090
chr17	50184095	50201648
chr17	58205435	58219605
chr17	61399842	61409466
chr17	63600894	63608365
chr17	70169531	70180044
chr17	72121019	72126416
chr17	74274228	74314884
chr17	80101534	80119881
chr18	3066806	3219871
chr18	9102641	9134334
chr18	20946905	21111813
chr18	21740791	21870953
chr18	22169588	22202528
chr18	22914120	23026486
chr18	27932877	28177023
chr18	31058839	31102421
chr18	31591876	31598821
chr18	34493297	34891844
chr18	36297712	36780220
chr18	44680071	44959981
chr18	45800585	45967321
chr18	46080247	46098296
chr18	47808956	47930872
chr18	50227192	50257107
chr18	51030212	51085042
chr18	79970812	79988563
chr19	1383903	1389732
chr19	4090320	4124184
chr19	5891228	5903790
chr19	7629792	7631956
chr19	8580239	8610691
chr19	10960998	11062277
chr19	11199294	11262501
chr19	12884421	12887201
chr19	12969575	12974760
chr19	17334981	17342731
chr19	18868544	18896158
chr19	35030469	35037720
chr19	35648322	35658782
chr19	35995187	35996312
chr19	42325634	42378765
chr19	43727982	43754962
chr19	48968129	48993309
chr19	49157791	49211836
chr2	11179758	11344636
chr2	21001428	21044073
chr2	27309491	27323097
chr2	27444372	27489818
chr2	28751603	28802940
chr2	38981548	39124868
chr2	47160081	47176623
chr2	61187462	61471087
chr2	66435124	66573869
chr2	73385757	73609919
chr2	73926826	73958961
chr2	84423527	84459280
chr2	84459571	84819589
chr2	98599313	98608512
chr2	108448560	108475397
chr2	108533670	108662802
chr2	108719445	108762054
chr2	112055265	112118788
chr2	130459454	130509328
chr2	130592164	130599575
chr2	144384080	144520119
chr2	157736445	157875862
chr2	169479493	169506655
chr2	189031897	189179761
chr2	189560589	189580786
chr2	195737603	196068812
chr2	201071783	201085750
chr2	202376309	202567751
chr2	206114816	206159444
chr2	206765605	206796189
chr2	211375716	212538802
chr2	218659682	218663443
chr2	223950845	223967711
chr2	239892441	240025342
chr20	2461641	2470789
chr20	10401008	10434222
chr20	10637683	10673999
chr20	13785025	13821580
chr20	17968593	17991122
chr20	33407956	33443853
chr20	51782330	51802521
chr20	59025474	59032335
chr20	62309059	62367315
chr20	62463496	62475820
chr21	29077113	29109791
chr21	33543037	33560667
chr21	34364005	34371381
chr21	34446687	34511315
chr21	37073234	37203107
chr21	46324121	46445769
chr22	19756702	19767332
chr22	19875521	19932553
chr22	20982296	20999032
chr22	23786965	23838009
chr22	35738735	36028892
chr22	41092591	41180077
chr22	42617839	42644626
chr22	50217693	50245023
chr22	50523567	50530085
chr3	9933787	9945399
chr3	12583600	12664117
chr3	14818961	14934503
chr3	30606471	30694142
chr3	32106619	32168709
chr3	32961107	33097146
chr3	38453889	38493142
chr3	38696806	38816217
chr3	46574534	46582457
chr3	46857871	46863444
chr3	49020451	49023495
chr3	52313009	52390990
chr3	53224711	53256022
chr3	57293698	57545203
chr3	57756228	57929168
chr3	70954707	71130586
chr3	78597238	79767998
chr3	81489702	81761645
chr3	97762580	97801113
chr3	119294288	119417722
chr3	119524292	119559614
chr3	128879595	128913114
chr3	129555213	129606654
chr3	131462211	131502971
chr3	132680608	132722409
chr3	134485723	134565028
chr3	138347647	138405535
chr3	139343993	139357140
chr3	142449234	142578793
chr3	148991514	149027632
chr3	158095904	158106420
chr3	171600403	171696490
chr3	180983708	180989774
chr3	184276021	184293031
chr3	184299240	184309050
chr3	192139389	192409597
chr3	193593148	193697810
chr4	587324	670130
chr4	1793292	1808867
chr4	1871392	1982192
chr4	3074680	3243960
chr4	3463305	3499997
chr4	5562407	5708578
chr4	5711198	5823024
chr4	9781633	9784009
chr4	39459055	39479506
chr4	39498754	39527439
chr4	48497356	48780279
chr4	52020705	52038299
chr4	54229126	54281978
chr4	55078480	55125595
chr4	64276297	64409455
chr4	75859866	75902452
chr4	83263823	83285134
chr4	88007634	88077777
chr4	105369076	105474070
chr4	107989838	108035171
chr4	110617422	110642123
chr4	112705621	113383736
chr4	121824328	121870474
chr4	122700436	122744939
chr4	165873123	166105178
chr4	173526090	173530229
chr4	174490174	174522488
chr4	185143265	185150382
chr4	185500659	185535507
chr5	1801406	1816048
chr5	1877412	1886945
chr5	3595831	3601403
chr5	13690327	13850759
chr5	36876768	37065819
chr5	37288136	37371106
chr5	51383447	51394730
chr5	53560609	53636941
chr5	60945204	61153026
chr5	87267844	87367972
chr5	88717116	88785511
chr5	90558795	91164216
chr5	112707497	112846239
chr5	123089147	123187080
chr5	128257908	128538245
chr5	131170943	131205428
chr5	132369703	132395614
chr5	132866641	132868847
chr5	132875380	132901124
chr5	139274100	139331677
chr5	140645284	140647630
chr5	154474971	154478209
chr5	157477303	157575775
chr5	173232108	173235206
chr5	177131834	177300213
chr5	177600101	177610330
chr5	180601505	180649600
chr6	1609914	1613897
chr6	15245974	15522024
chr6	26087346	26093231
chr6	33696763	33711700
chr6	43645029	43671008
chr6	43770208	43786487
chr6	44297849	44313358
chr6	50817691	50847619
chr6	51614684	52070388
chr6	57186991	57222307
chr6	63719979	65707226
chr6	73461736	73509236
chr6	90513578	90587072
chr6	96889314	96897891
chr6	98868534	98947967
chr6	106046728	106109934
chr6	108984308	109094846
chr6	116598183	116633051
chr6	121435645	121449727
chr6	123216338	123636950
chr6	125747638	125761271
chr6	135283531	135497740
chr6	138796086	138904070
chr6	139371806	139374213
chr6	149217925	149411607
chr6	152121686	152636893
chr6	156776025	157210779
chr6	161347416	162727766
chr6	169426419	169702063
chr7	19113046	19117636
chr7	21543038	21901839
chr7	33129243	33637238
chr7	35199935	35248790
chr7	37848596	37900397
chr7	39949663	40054623
chr7	41960948	42237209
chr7	44062726	44065567
chr7	47774602	47958913
chr7	55019016	55156939
chr7	74027771	74069907
chr7	81946443	82443956
chr7	83363237	83649139
chr7	83955776	84194789
chr7	84995191	85106746
chr7	91940861	92110673
chr7	94394894	94431227
chr7	100802564	100827523
chr7	117275450	117323058
chr7	120273174	120750337
chr7	140713327	140924929
chr7	141551409	141650603
chr7	150944955	150962778
chr7	151556123	151790627
chr7	152025673	152106135
chr7	152134924	152436016
chr8	11676934	11760002
chr8	13083360	13116244
chr8	17922783	18029948
chr8	23701739	23706756
chr8	27771948	27804908
chr8	38411142	38467842
chr8	41929478	42051987
chr8	60678739	60868028
chr8	71197432	71356706
chr8	73976194	73982783
chr8	94895798	94989655
chr8	96142332	96160806
chr8	96222946	96235545
chr8	100157868	100241904
chr8	102204500	102238831
chr8	105318437	105804539
chr8	109362460	109537207
chr8	116845933	116874776
chr8	121612115	121641440
chr8	124539122	124549979
chr8	125024259	125091792
chr8	144095075	144097525
chr8	144473411	144475849
chr8	144511287	144517833
chr9	2015346	2193620
chr9	34458804	34520984
chr9	35085495	35096580
chr9	69035751	69079076
chr9	94029030	94109845
chr9	98732008	98796529
chr9	99104037	99150259
chr9	100099242	100302175
chr9	116687304	116701299
chr9	128945529	128947603
chr9	128947698	129007096
chr9	133351757	133356487
chr9	134641788	134834948
chr9	136494432	136546048
chr9	136673142	136687457
chr9	137619000	137836127
chrX	10445309	10576917
chrX	11111331	11123086
chrX	13734725	13769353
chrX	18892297	18941569
chrX	25003693	25015965
chrX	38269162	38327509
chrX	40051245	40097265
chrX	44873181	45090868
chrX	47142215	47144702
chrX	53374148	53422728
chrX	53431257	53434376
chrX	64185116	64205708
chrX	68829020	68842160
chrX	71118595	71142450
chrX	71283634	71301168
chrX	72329515	72572843
chrX	101397802	101407925
chrX	109623699	109625172
chrX	119871831	119876662
chrX	123960559	124102656
chrX	133535744	133985594
chrX	134373311	134428790
chrX	137566126	137577691
chrX	154348530	154374634
chrX	154379235	154381523
